,Asite,Bsite,Type,At2g,Ap,Bt2g,Beg,Bp,Op,Bsite CS,Asite IP,Asite EA,Bsite EA,Asite s,Asite d,Bsite atomic_radius,Bsite average_ionic_radius,Asite exp_EA,GM,Asite Z,Work function
255,Ca,Ge,A,0.0,-19.75071,0.99995,0.99931,3.87988,-1.56252,1.92,6.2588,0.0,0.934,1.32,0.34,1.25,0.77,2.37,5.33899,20,4.13636
258,Ca,Sb,A,0.0,-23.99589,0.99995,0.99936,-0.09496,-4.02399,2.08,6.2588,0.0,1.8032,1.32,0.34,1.45,0.83,2.37,5.3958,20,2.6188
260,Sr,Sc,A,0.0,-14.7246,0.12742,0.22098,-24.39078,-0.63344,0.74,5.7777,0.0,0.0,1.42,0.633,1.6,0.885,5.03,4.91335,38,4.90776
262,Sr,Ti,A,0.0,-15.1888,0.1998,0.29886,-32.8896,-2.0884400000000003,0.79,5.7777,0.0,0.2526,1.42,0.633,1.4,0.85167,5.03,4.9453,38,3.4793199999999995
265,Sr,Hf,A,0.0,-15.980620000000002,0.21326,0.31009000000000003,-28.696690000000004,-1.7575599999999998,0.775,5.7777,0.0,0.4432,1.42,0.633,1.55,0.85,5.03,5.0418,38,3.39399
267,Sr,V,A,0.0,-16.30046,0.36314,0.31326,-39.28539,-3.72367,0.84,5.7777,0.0,0.0,1.42,0.633,1.35,0.7775,5.03,4.98757,38,1.70646
269,Sr,Nb,A,0.0,-18.37017,0.38771,0.32883,-32.24708,-4.73543,0.82,5.7777,0.0,0.0864,1.42,0.633,1.45,0.82,5.03,5.09379,38,1.58827
271,Sr,Ta,A,0.0,-18.92582,0.3723,0.3189,-35.93282,-5.38389,0.83,5.7777,0.0,1.1716,1.42,0.633,1.45,0.82,5.03,5.1215,38,2.31035
273,Sr,Cr,A,0.0,-15.86866,0.52955,0.35278000000000004,-44.26219,-3.57164,0.89,5.7777,0.0,1.3828,1.42,0.633,1.4,0.94,5.03,5.02039,38,2.00591
275,Sr,Mo,A,0.0,-17.87552,0.52866,0.35037,-36.31132,-4.65846,0.88,5.7777,0.0,1.3549,1.42,0.633,1.45,0.775,5.03,5.06806,38,1.40413
277,Sr,W,A,0.0,-18.55873,0.5092899999999999,0.33523000000000003,-39.71043,-5.39291,0.885,5.7777,0.0,1.9369,1.42,0.633,1.35,0.76667,5.03,5.19182,38,1.85363
279,Sr,Mn,A,0.0,-15.23901,0.64405,0.36364,-49.00403,-3.1467,0.94,5.7777,0.0,1.8221,1.42,0.633,1.4,0.6483300000000001,5.03,5.02039,38,2.44351
281,Sr,Re,A,0.0,-17.99052,0.64954,0.35513,-43.26747,-5.021719999999998,0.94,5.7777,0.0,2.7319,1.42,0.633,1.35,0.7125,5.03,5.09887,38,1.41274
283,Sr,Fe,A,0.0,-14.70754,0.74425,0.43369,-53.88757,-2.70962,0.99,5.7777,0.0,2.3040000000000003,1.42,0.633,1.4,0.8525,5.03,5.10898,38,2.82973
285,Sr,Al,A,0.0,-13.48251,0.0,0.0,7.1398199999999985,-0.72635,1.66,5.7777,0.0,0.2572,1.42,0.633,1.25,0.675,5.03,4.88056,38,4.11509
287,Sr,Ga,A,0.0,-13.953,0.99987,0.99816,5.91757,-0.66764,1.68,5.7777,0.0,0.1686,1.42,0.633,1.3,0.76,5.03,4.87146,38,4.5286800000000005
289,Sr,In,A,0.0,-14.9122,0.99978,0.98829,5.39806,-0.6708,1.6,5.7777,0.0,0.2822,1.42,0.633,1.55,0.94,5.03,4.84062,38,4.88087
291,Sr,Ge,A,0.0,-14.08978,0.99996,0.99935,3.84583,-1.33412,1.92,5.7777,0.0,0.934,1.42,0.633,1.25,0.77,5.03,5.238180000000002,38,3.32216
293,Sr,Sn,A,0.0,-15.48954,0.99989,0.99859,3.57485,-1.59075,1.84,5.7777,0.0,1.0258,1.42,0.633,1.45,0.83,5.03,5.167999999999999,38,4.45315
295,Y,Cr,A,0.15936,-24.27939,0.57925,0.30752,-43.77915,-4.68805,0.89,6.5236,0.0,1.3828,1.32,0.58,1.4,0.94,29.6,5.51175,39,2.34553
297,Ca,V,A,0.0,-22.03619,0.36066,0.31885,-39.2541,-3.969,0.84,6.2588,0.0,0.0,1.32,0.34,1.35,0.7775,2.37,5.0835599999999985,20,2.4279900000000003
299,Ca,Nb,A,0.0,-24.06465,0.38644,0.33307,-32.21526,-4.91364,0.82,6.2588,0.0,0.0864,1.32,0.34,1.45,0.82,2.37,5.19182,20,1.79828
301,Ca,Ta,A,0.0,-24.47878,0.36793,0.34943,-35.87489,-5.65931,0.83,6.2588,0.0,1.1716,1.32,0.34,1.45,0.82,2.37,5.22006,20,2.01494
303,Ca,Cr,A,0.0,-21.59973,0.52794,0.35864,-44.28081,-3.83968,0.89,6.2588,0.0,1.3828,1.32,0.34,1.4,0.94,2.37,5.11701,20,2.7516
305,Ca,Mo,A,0.0,-23.61258,0.5303399999999999,0.35477,-36.316,-4.88296,0.88,6.2588,0.0,1.3549,1.32,0.34,1.45,0.775,2.37,5.16559,20,2.12208
307,Y,Mo,A,0.14938,-24.90831,0.55735,0.33491,-35.96511,-5.18791,0.88,6.5236,0.0,1.3549,1.32,0.58,1.45,0.775,29.6,5.56409,39,2.76517
309,Mg,Mo,A,0.0,-45.59309,0.51398,0.36044,-36.24762,-4.62113,0.88,7.9081,0.0,1.3549,0.9,0.0,1.45,0.775,0.0,5.74701,12,3.72532
311,Mg,W,A,0.0,-45.59351,0.48511,0.34814,-39.62801,-5.06803,0.885,7.9081,0.0,1.9369,0.9,0.0,1.35,0.76667,0.0,5.88735,12,4.1611699999999985
313,Mg,Mn,A,0.0,-43.80407,0.61244,0.36782,-49.05941,-3.54432,0.94,7.9081,0.0,1.8221,0.9,0.0,1.4,0.6483300000000001,0.0,5.69295,12,4.61007
315,Mg,Re,A,0.0,-45.51039,0.62856,0.36587,-43.27832,-4.94359,0.94,7.9081,0.0,2.7319,0.9,0.0,1.35,0.7125,0.0,5.78195,12,3.78199
317,Mg,Fe,A,0.0,-43.12478,0.76474,0.41578,-53.96308000000001,-3.06868,0.99,7.9081,0.0,2.3040000000000003,0.9,0.0,1.4,0.8525,0.0,5.79341,12,5.03117
319,Mg,Al,A,0.0,-41.95682,0.0,0.0,7.846660000000001,-1.06694,1.66,7.9081,0.0,0.2572,0.9,0.0,1.25,0.675,0.0,5.53439,12,6.48072
321,Mg,Ga,A,0.0,-42.36496,0.99976,0.99732,5.84307,-0.96163,1.68,7.9081,0.0,0.1686,0.9,0.0,1.3,0.76,0.0,5.52407,12,6.724260000000001
323,Mg,In,A,0.0,-43.19085,0.99962,0.98454,5.3360400000000014,-0.8728299999999999,1.6,7.9081,0.0,0.2822,0.9,0.0,1.55,0.94,0.0,5.4891,12,6.721
325,Mg,Sb,A,0.0,-45.53724,0.99994,0.9992,-0.04003,-4.04256,2.08,7.9081,0.0,1.8032,0.9,0.0,1.45,0.83,0.0,6.0031300000000005,12,4.28733
327,Ca,Sc,A,0.0,-20.40456,0.12942,0.22505,-24.1573,-0.7128800000000001,0.74,6.2588,0.0,0.0,1.32,0.34,1.6,0.885,2.37,5.00791,20,5.67261
329,Ca,Ti,A,0.0,-20.20471,0.19969,0.30339,-32.07318,-1.5586,0.79,6.2588,0.0,0.2526,1.32,0.34,1.4,0.85167,2.37,5.04047,20,4.25028
330,Ca,Zr,A,0.0,-23.39729,0.20734,0.33328,-26.59314,-3.49894,0.76,6.2588,0.0,0.0,1.32,0.34,1.55,0.86,2.37,5.09481,20,4.23187
332,Ca,Hf,A,0.0,-21.18859,0.21436,0.36654,-28.01553,-1.53774,0.775,6.2588,0.0,0.4432,1.32,0.34,1.55,0.85,2.37,5.1388300000000005,20,3.1269
334,Ca,W,A,0.0,-24.18091,0.5120899999999999,0.34226,-39.71102,-5.62449,0.885,6.2588,0.0,1.9369,1.32,0.34,1.35,0.76667,2.37,5.29173,20,1.77554
336,Ca,Mn,A,0.0,-20.90227,0.61712,0.36586,-49.0442,-3.40303,0.94,6.2588,0.0,1.8221,1.32,0.34,1.4,0.6483300000000001,2.37,5.11701,20,3.23433
338,Ca,Re,A,0.0,-23.67897,0.6502399999999999,0.3609,-43.28082,-5.27219,0.94,6.2588,0.0,2.7319,1.32,0.34,1.35,0.7125,2.37,5.197,20,2.19246
340,La,W,A,0.29822,-17.41648,0.55498,0.88005,-39.40346,-6.44157,0.885,4.8037,1.6693,1.9369,1.375,0.8740000000000001,1.35,0.76667,48.0,5.66742,57,1.88806
341,La,Ge,A,0.1838,-17.76326,0.99994,0.9997,-10.69155,-5.63216,1.92,4.8037,1.6693,0.934,1.375,0.8740000000000001,1.25,0.77,48.0,5.7180300000000015,57,2.28201
344,La,Sn,A,0.16201,-18.07758,0.99985,0.99921,-10.59139,-5.49191,1.84,4.8037,1.6693,1.0258,1.375,0.8740000000000001,1.45,0.83,48.0,5.6414300000000015,57,2.20493
346,La,Sb,A,0.1765,-18.09456,0.99994,0.99982,-8.70702,-4.95455,2.08,4.8037,1.6693,1.8032,1.375,0.8740000000000001,1.45,0.83,48.0,5.77888,57,1.80509
348,Mg,Sc,A,0.0,-42.98259,0.13052,0.22763000000000005,-23.98304,-0.7357899999999999,0.74,7.9081,0.0,0.0,0.9,0.0,1.6,0.885,0.0,5.57158,12,6.90997
350,Mg,Ti,A,0.0,-43.35379,0.19879,0.30686,-32.32845,-1.96349,0.79,7.9081,0.0,0.2526,0.9,0.0,1.4,0.85167,0.0,5.6078,12,5.53766
354,Mg,V,A,0.0,-44.92968,0.3578,0.32267,-39.21177,-4.07921,0.84,7.9081,0.0,0.0,0.9,0.0,1.35,0.7775,0.0,5.65574,12,3.75888
356,Mg,Nb,A,0.0,-45.55111,0.34807,0.34098,-32.14041,-4.42695,0.82,7.9081,0.0,0.0864,0.9,0.0,1.45,0.82,0.0,5.77618,12,3.58736
358,Mg,Ta,A,0.0,-45.45644,0.32026,0.33406,-35.91938,-4.8405,0.83,7.9081,0.0,1.1716,0.9,0.0,1.45,0.82,0.0,5.80761,12,3.86031
360,Mg,Cr,A,0.0,-44.50813,0.53033,0.36207,-44.24678,-3.95061,0.89,7.9081,0.0,1.3828,0.9,0.0,1.4,0.94,0.0,5.69295,12,4.0981
362,Y,Sc,A,0.14776,-23.78057,0.12625999999999998,0.23389,-25.41654,-2.18611,0.74,6.5236,0.0,0.0,1.32,0.58,1.6,0.885,29.6,5.39424,39,2.7789200000000003
364,Y,Ti,A,0.15696,-24.85804,0.24179,0.26606,-34.02543,-4.89594,0.79,6.5236,0.0,0.2526,1.32,0.58,1.4,0.85167,29.6,5.42931,39,2.34163
366,Y,Zr,A,0.1423,-25.13096,0.22438,0.3217,-27.48399,-4.93562,0.76,6.5236,0.0,0.0,1.32,0.58,1.55,0.86,29.6,5.48784,39,2.97868
368,Y,Hf,A,0.14237,-25.07323,0.22656,0.35087,-31.40581,-5.28376,0.775,6.5236,0.0,0.4432,1.32,0.58,1.55,0.85,29.6,5.53526,39,2.82674
370,La,Mn,A,0.6149600000000001,-15.95112,0.68188,0.30186,-48.51406,-4.530869999999998,0.94,4.8037,1.6693,1.8221,1.375,0.8740000000000001,1.4,0.6483300000000001,48.0,5.48029,57,1.6973599999999998
372,La,Re,A,0.3547,-17.280829999999998,0.6975600000000001,0.6107100000000001,-42.84901,-6.18647,0.94,4.8037,1.6693,2.7319,1.375,0.8740000000000001,1.35,0.7125,48.0,5.56596,57,1.92911
374,La,Fe,A,0.63545,-15.33451,0.7959,0.33673000000000003,-53.34404,-3.98661,0.99,4.8037,1.6693,2.3040000000000003,1.375,0.8740000000000001,1.4,0.8525,48.0,5.577000000000001,57,1.97875
376,La,Al,A,0.16329000000000002,-14.771070000000002,0.0,0.0,3.43485,-2.46563,1.66,4.8037,1.6693,0.2572,1.375,0.8740000000000001,1.25,0.675,48.0,5.32765,57,2.5467
378,La,Ga,A,0.18647,-15.13262,0.99976,0.99941,-10.54364,-2.82801,1.68,4.8037,1.6693,0.1686,1.375,0.8740000000000001,1.3,0.76,48.0,5.31772,57,2.34901
380,La,In,A,0.15346,-17.06164,0.99952,0.99928,-11.40089,-3.39295,1.6,4.8037,1.6693,0.2822,1.375,0.8740000000000001,1.55,0.94,48.0,5.28406,57,2.18143
382,Y,V,A,0.16077,-24.63861,0.40506,0.27699,-38.98784000000001,-4.98614,0.84,6.5236,0.0,0.0,1.32,0.58,1.35,0.7775,29.6,5.47572,39,2.3438
384,Y,Nb,A,0.15192999999999998,-24.99061,0.39954,0.32031,-31.98703,-5.2289900000000005,0.82,6.5236,0.0,0.0864,1.32,0.58,1.45,0.82,29.6,5.5923300000000005,39,2.7858400000000003
386,Y,Ta,A,0.15295,-24.94132,0.3704,0.33622,-35.67517,-5.74611,0.83,6.5236,0.0,1.1716,1.32,0.58,1.45,0.82,29.6,5.62276,39,2.70942
388,Cr,Hf,A,0.35621,-43.23208,0.20765,0.44079,-28.87911,-2.8916,0.775,6.7401,1.3828,0.4432,1.07,0.25,1.55,0.85,64.3,5.70805,24,9.74539
390,Cr,V,A,0.3453,-43.31044,0.35218,0.32375,-39.0954,-4.13375,0.84,6.7401,1.3828,0.0,1.07,0.25,1.35,0.7775,64.3,5.64666,24,6.15415
392,Cr,Nb,A,0.36406,-43.01538,0.33314,0.39013,-31.96974,-4.3477,0.82,6.7401,1.3828,0.0864,1.07,0.25,1.45,0.82,64.3,5.76691,24,6.54188
394,Cr,Ta,A,0.4256,-42.94679,0.30525,0.41676,-35.59558,-4.8583300000000005,0.83,6.7401,1.3828,1.1716,1.07,0.25,1.45,0.82,64.3,5.79829,24,7.0122
397,Cr,Cr,A,0.36873,-43.69616,0.36873,0.6207,-43.69616,-4.22111,0.89,6.7401,1.3828,1.3828,1.07,0.25,1.4,0.94,64.3,5.68382,24,5.53077
398,Cr,Cr,A,0.36873,-43.69616,0.36873,0.6207,-43.69616,-4.22111,0.89,6.7401,1.3828,1.3828,1.07,0.25,1.4,0.94,64.3,5.68382,24,5.53077
400,Cr,Mo,A,0.36814,-43.08713,0.49481,0.37466,-36.25089000000001,-4.5263,0.88,6.7401,1.3828,1.3549,1.07,0.25,1.45,0.775,64.3,5.73779,24,5.29859
402,Cr,W,A,0.38073,-42.98579,0.45833,0.40272,-39.68269,-5.23373,0.885,6.7401,1.3828,1.9369,1.07,0.25,1.35,0.76667,64.3,5.8779,24,5.2893300000000005
404,Cr,Mn,A,0.35864,-43.43425,0.66325,0.34163000000000004,-48.74391,-4.22039,0.94,6.7401,1.3828,1.8221,1.07,0.25,1.4,0.6483300000000001,64.3,5.68382,24,6.1334300000000015
406,Cr,Re,A,0.35447,-43.07109000000001,0.60902,0.38965,-43.36328,-5.12023,0.94,6.7401,1.3828,2.7319,1.07,0.25,1.35,0.7125,64.3,5.77267,24,4.81001
408,Cr,Fe,A,0.36971,-43.52459,0.81013,0.36473,-53.72685,-4.10066,0.99,6.7401,1.3828,2.3040000000000003,1.07,0.25,1.4,0.8525,64.3,5.78411,24,6.54502
410,Cr,Al,A,0.36043,-43.55373,0.0,0.0,6.366630000000002,-2.48832,1.66,6.7401,1.3828,0.2572,1.07,0.25,1.25,0.675,64.3,5.5255,24,6.61885
412,Cr,Ga,A,0.36275,-43.5499,0.99961,0.99883,2.7341900000000003,-2.3817,1.68,6.7401,1.3828,0.1686,1.07,0.25,1.3,0.76,64.3,5.5152,24,7.0784600000000015
414,Cr,In,A,0.4135,-43.45807,0.99944,0.99427,3.4185,-1.65318,1.6,6.7401,1.3828,0.2822,1.07,0.25,1.55,0.94,64.3,5.48029,24,9.09043
416,Cr,Ge,A,0.38989,-43.26388,0.99994,0.99933,0.02615,-4.33214,1.92,6.7401,1.3828,0.934,1.07,0.25,1.25,0.77,64.3,5.93039,24,5.96167
418,Cr,Sn,A,0.37762,-43.23682,0.99985,0.99872,1.48784,-3.17407,1.84,6.7401,1.3828,1.0258,1.07,0.25,1.45,0.83,64.3,5.85093,24,9.08166
420,Cr,Sb,A,0.41972,-43.02394,0.99996,0.99918,-0.33915,-4.21321,2.08,6.7401,1.3828,1.8032,1.07,0.25,1.45,0.83,64.3,5.99349,24,8.18367
422,La,Sc,A,0.20114,-15.57955,0.19225,0.97682,-25.18868,-2.29624,0.74,4.8037,1.6693,0.0,1.375,0.8740000000000001,1.6,0.885,48.0,5.36345,57,1.97297
424,La,Ti,A,0.36784,-17.34824,0.26561,0.5062,-34.03867,-5.50102,0.79,4.8037,1.6693,0.2526,1.375,0.8740000000000001,1.4,0.85167,48.0,5.39832,57,2.00571
426,La,Zr,A,0.21873,-17.78805,0.3359,0.97761,-27.42724,-5.57891,0.76,4.8037,1.6693,0.0,1.375,0.8740000000000001,1.55,0.86,48.0,5.4565199999999985,57,1.96738
428,La,Hf,A,0.20205,-17.76301,0.35378000000000004,0.97442,-31.38831,-5.91143,0.775,4.8037,1.6693,0.4432,1.375,0.8740000000000001,1.55,0.85,48.0,5.50366,57,2.10916
430,La,V,A,0.42921,-16.98953,0.41201,0.43299,-39.02559,-5.52332,0.84,4.8037,1.6693,0.0,1.375,0.8740000000000001,1.35,0.7775,48.0,5.44447,57,1.76604
432,La,Nb,A,0.2791,-17.53156,0.43467,0.96166,-32.00437,-5.9276,0.82,4.8037,1.6693,0.0864,1.375,0.8740000000000001,1.45,0.82,48.0,5.56041,57,1.89507
434,La,Ta,A,0.28088,-17.53691,0.42783,0.97053,-35.62247,-6.32714,0.83,4.8037,1.6693,1.1716,1.375,0.8740000000000001,1.45,0.82,48.0,5.5906699999999985,57,2.11436
436,La,Cr,A,0.5362399999999999,-16.51047,0.58111,0.32882,-43.80767,-5.03169,0.89,4.8037,1.6693,1.3828,1.375,0.8740000000000001,1.4,0.94,48.0,5.48029,57,1.63309
438,La,Mo,A,0.34921,-17.34703,0.57694,0.62797,-35.98259,-5.8985,0.88,4.8037,1.6693,1.3549,1.375,0.8740000000000001,1.45,0.775,48.0,5.53233,57,1.84039
440,V,Sc,A,0.27052,-39.19868,0.12846,0.29099,-24.55072,-1.94044,0.74,6.4707,0.0,0.0,1.09,0.26,1.6,0.885,50.6,5.52628,23,7.67547
442,V,Ti,A,0.22512,-38.92998,0.20623,0.29853,-33.582609999999995,-3.78299,0.79,6.4707,0.0,0.2526,1.09,0.26,1.4,0.85167,50.6,5.5622099999999985,23,8.03872
444,V,Zr,A,0.23293000000000005,-38.84874,0.20332,0.40139,-25.80998,-3.23869,0.76,6.4707,0.0,0.0,1.09,0.26,1.55,0.86,50.6,5.62216,23,9.25386
446,V,Hf,A,0.24206,-38.83754,0.21068,0.43539,-29.40813,-3.41598,0.775,6.4707,0.0,0.4432,1.09,0.26,1.55,0.85,50.6,5.67074,23,9.76571
449,V,V,A,0.2119,-38.99542,0.2119,0.51977,-38.99542,-4.37084,0.84,6.4707,0.0,0.0,1.09,0.26,1.35,0.7775,50.6,5.60975,23,6.0202
450,V,V,A,0.2119,-38.99542,0.2119,0.51977,-38.99542,-4.37084,0.84,6.4707,0.0,0.0,1.09,0.26,1.35,0.7775,50.6,5.60975,23,6.0202
452,V,Nb,A,0.27131,-38.63685,0.34787,0.38569,-32.00793,-4.61268,0.82,6.4707,0.0,0.0864,1.09,0.26,1.45,0.82,50.6,5.72922,23,6.32709
454,V,Ta,A,0.27654,-38.56019000000001,0.3177,0.4091,-35.64177,-5.1216300000000015,0.83,6.4707,0.0,1.1716,1.09,0.26,1.45,0.82,50.6,5.76039,23,6.685910000000002
456,V,Cr,A,0.22981,-38.99691,0.54577,0.34632,-43.99357,-4.42535,0.89,6.4707,0.0,1.3828,1.09,0.26,1.4,0.94,50.6,5.64666,23,5.36006
458,V,Mo,A,0.19946,-38.71438,0.5007,0.36633,-36.21157,-4.70417,0.88,6.4707,0.0,1.3549,1.09,0.26,1.45,0.775,50.6,5.70028,23,4.96738
460,V,W,A,0.22791,-38.5963,0.47009,0.39784,-39.63302,-5.4217900000000006,0.885,6.4707,0.0,1.9369,1.09,0.26,1.35,0.76667,50.6,5.83948,23,5.22431
462,V,Mn,A,0.2423,-39.07277,0.68212,0.33447,-48.67983,-4.38407,0.94,6.4707,0.0,1.8221,1.09,0.26,1.4,0.6483300000000001,50.6,5.64666,23,5.74899
464,V,Re,A,0.23677,-38.70727,0.62379,0.37816,-43.27848,-5.22441,0.94,6.4707,0.0,2.7319,1.09,0.26,1.35,0.7125,50.6,5.73494,23,5.06737
466,V,Fe,A,0.23948000000000005,-39.18543,0.8241,0.35479,-53.64975,-4.28716,0.99,6.4707,0.0,2.3040000000000003,1.09,0.26,1.4,0.8525,50.6,5.7463,23,6.02963
468,V,Al,A,0.28359,-39.19248,0.0,0.0,5.938280000000002,-2.82754,1.66,6.4707,0.0,0.2572,1.09,0.26,1.25,0.675,50.6,5.48939,23,5.91477
470,V,Ga,A,0.27076,-39.20959000000001,0.9996,0.99883,2.33601,-2.68678,1.68,6.4707,0.0,0.1686,1.09,0.26,1.3,0.76,50.6,5.47915,23,6.44861
472,V,In,A,0.26705,-39.15861,0.99936,0.99629,3.18361,-1.7865400000000002,1.6,6.4707,0.0,0.2822,1.09,0.26,1.55,0.94,50.6,5.44447,23,9.07295
474,V,Ge,A,0.25193000000000004,-38.87006,0.99994,0.99934,-0.29706,-4.70606,1.92,6.4707,0.0,0.934,1.09,0.26,1.25,0.77,50.6,5.89162,23,5.0572300000000014
477,V,Sb,A,0.2869,-38.67726,0.99996,0.99922,-0.1575,-4.2666900000000005,2.08,6.4707,0.0,1.8032,1.09,0.26,1.45,0.83,50.6,5.95431,23,8.15972
479,Cr,Sc,A,0.3724,-43.51279,0.12641,0.29675,-24.3281,-1.70426,0.74,6.7401,1.3828,0.0,1.07,0.25,1.6,0.885,64.3,5.56264,24,9.554
481,Cr,Ti,A,0.354,-43.31339000000001,0.20172,0.30178,-33.32077,-3.37977,0.79,6.7401,1.3828,0.2526,1.07,0.25,1.4,0.85167,64.3,5.5988,24,8.33715
483,Cr,Zr,A,0.35397,-43.23731,0.2001,0.41009,-25.30783,-2.74037,0.76,6.7401,1.3828,0.0,1.07,0.25,1.55,0.86,64.3,5.65916,24,9.55603
485,Zn,Cr,A,0.99953,-80.30941,0.5110399999999999,0.37219,-44.20075,-3.60045,0.89,9.6186,0.0,1.3828,0.82,0.175,1.4,0.94,0.0,5.89119,30,5.0386
487,Zn,Ta,A,0.99939,-80.02566,0.27379000000000003,0.46847,-35.66205,-4.1555300000000015,0.83,9.6186,0.0,1.1716,0.82,0.175,1.45,0.82,0.0,6.0098400000000005,30,4.908
489,Zn,V,A,0.99958,-80.51123,0.33522,0.3352,-39.19139000000001,-3.5951699999999995,0.84,9.6186,0.0,0.0,0.82,0.175,1.35,0.7775,0.0,5.85269,30,4.8521
491,Zn,Nb,A,0.99946,-80.10461,0.29839,0.44705,-32.04656,-3.79499,0.82,9.6186,0.0,0.0864,0.82,0.175,1.45,0.82,0.0,5.97732,30,4.94935
493,Zn,Hf,A,0.99954,-79.90406999999998,0.21179,0.46554,-27.66806,-1.44826,0.775,9.6186,0.0,0.4432,0.82,0.175,1.55,0.85,0.0,5.91632,30,7.55342
495,Zn,Zr,A,0.9996,-79.92494,0.20208,0.44696,-24.1786,-1.38361,0.76,9.6186,0.0,0.0,0.82,0.175,1.55,0.86,0.0,5.86564,30,7.61912
497,Zn,Ti,A,0.99961,-79.8225,0.19632,0.326,-32.06815,-1.80952,0.79,9.6186,0.0,0.2526,0.82,0.175,1.4,0.85167,0.0,5.8030800000000005,30,6.55119
499,Zn,Sc,A,0.99959,-79.53971,0.12641,0.34367,-24.08843,-1.06564,0.74,9.6186,0.0,0.0,0.82,0.175,1.6,0.885,0.0,5.76559,30,7.63271
501,Ag,Sb,A,0.98857,-52.24312000000001,0.99995,0.99906,2.29673,-1.80449,2.08,7.1384,1.2177,1.8032,1.045,0.385,1.45,0.83,125.6,6.20937,47,6.02291
503,Ag,Sn,A,0.9759,-52.67831,0.99989,0.99872,3.53588,-1.21417,1.84,7.1384,1.2177,1.0258,1.045,0.385,1.45,0.83,125.6,6.06168,47,6.87034
505,Ag,In,A,0.97586,-52.75572,0.9997,0.98972,4.88237,-0.8470799999999999,1.6,7.1384,1.2177,0.2822,1.045,0.385,1.55,0.94,125.6,5.67769,47,7.47665
507,Ag,Ga,A,0.95066,-53.23746,0.99975,0.99848,4.18976,-1.2653,1.68,7.1384,1.2177,0.1686,1.045,0.385,1.3,0.76,125.6,5.71386,47,6.86345
